,UNDER_CONSTRUCTION,RERA,BHK_NO,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,area,TARGET(PRICE_IN_LACS),PRICE_IN_LACS,POSTED_BY Dealer,POSTED_BY Owner,BHK_OR_RK,city_tier tier2,city_tier tier3,ADDRESS
11472,1,0,2,721.8390805,0,1,12.940685,80.177022,6.581802233857439,31.4,3.4468078929142076,0.0,1.0,0,0.0,0.0,49
11473,0,0,2,638.0602967,1,1,18.5438,73.9438,6.458432787813271,40.0,3.6888794541139363,0.0,1.0,0,0.0,0.0,192
11474,0,1,3,1300.2022539999998,1,1,22.102094,82.150476,7.170275111348315,45.0,3.8066624897703196,0.0,1.0,0,1.0,0.0,45
11475,0,1,1,620.0432588,1,1,18.964489,73.019574,6.429789247863231,43.0,3.7612001156935624,1.0,0.0,0,0.0,0.0,148
11476,1,0,3,1876.407305,0,1,28.656401,77.2889135,7.537114219539882,75.0,4.31748811353631,0.0,1.0,0,1.0,0.0,144
11477,0,1,3,1835.102897,1,1,18.49667,73.94167,7.514855833575946,140.0,4.941642422609304,1.0,0.0,0,0.0,0.0,192
11478,0,0,2,699.844479,1,1,23.059889,80.151852,6.550858137502217,27.0,3.295836866004329,0.0,1.0,0,1.0,0.0,103
11479,0,0,2,695.1340616,1,1,12.96991,77.59796,6.544104721351551,35.0,3.5553480614894135,0.0,1.0,0,0.0,0.0,21
11480,0,0,3,871.9240457000001,1,1,21.0,77.0,6.7707023165601985,45.0,3.8066624897703196,0.0,1.0,0,1.0,0.0,199
11481,0,0,1,579.9672489,1,1,19.1759,72.9522,6.362971634532327,85.0,4.442651256490317,1.0,0.0,0,0.0,0.0,148
11482,0,1,2,1050.052503,1,1,18.973908,73.02510600000001,6.9565954447586105,90.0,4.499809670330265,1.0,0.0,0,0.0,0.0,158
11483,1,0,3,1347.507112,0,1,18.5101,73.8141,7.206011580691302,180.0,5.19295685089021,1.0,0.0,0,0.0,0.0,192
11484,1,1,3,2526.16384,0,1,30.654128000000004,76.732427,7.834457162248038,140.0,4.941642422609304,1.0,0.0,0,0.0,1.0,155
11485,0,0,1,425.1144539,1,1,22.55,75.76,6.052358435962911,6.5,1.8718021769015913,0.0,1.0,0,1.0,0.0,102
11486,1,1,1,353.72691289999995,0,0,24.69028,78.41889,5.868525182940742,42.9,3.758871825933971,1.0,0.0,0,0.0,1.0,142
11487,0,1,2,1377.7555109999998,1,1,18.475864,73.89000899999999,7.228211012755344,110.0,4.700480365792417,1.0,0.0,0,0.0,0.0,192
11488,1,1,3,1054.119548,0,1,28.365512,77.34630600000001,6.960461145819294,26.1,3.261935314328648,1.0,0.0,0,1.0,0.0,72
11489,0,0,2,1225.114855,1,1,28.638934000000003,77.32645699999999,7.110789877767384,48.0,3.871201010907891,0.0,1.0,0,1.0,0.0,78
11490,0,0,3,1750.0560920000005,1,1,40.67197199,-86.15292909,7.467403118975316,78.0,4.356708826689592,1.0,0.0,0,0.0,0.0,134
11491,0,0,3,1400.157027,1,1,28.40473,77.367514,7.244339671456505,53.5,3.979681653901961,1.0,0.0,0,1.0,0.0,72
11492,0,1,2,476.3967085,1,0,19.255098,72.9815265,6.166250928347285,110.0,4.700480365792417,1.0,0.0,0,0.0,1.0,142
11493,0,0,2,1248.2853220000002,1,1,28.406388,77.342588,7.129526146196462,45.5,3.817712325956905,1.0,0.0,0,1.0,0.0,72
11494,0,1,3,1685.0974199999998,1,1,12.808137,77.58308000000001,7.429578657138919,160.0,5.075173815233827,0.0,1.0,0,0.0,0.0,21
11495,0,0,2,1085.176085,1,1,18.475864,73.89000899999999,6.989497543129491,53.0,3.970291913552122,1.0,0.0,0,0.0,0.0,192
11496,0,1,4,4500.4500450000005,1,1,18.475864,73.89000899999999,8.411932680757745,200.0,5.298317366548036,1.0,0.0,0,0.0,0.0,192
11497,0,1,2,911.0021023,1,1,19.1849,72.8347,6.81454520494116,130.0,4.867534450455582,1.0,0.0,0,0.0,0.0,148
11498,0,0,3,2100.25203,1,1,19.957301,73.839897,7.649812630796091,150.0,5.0106352940962555,1.0,0.0,0,0.0,0.0,192
11499,0,1,3,1600.0,1,1,19.159184,72.99378399999999,7.3777589082278725,180.0,5.19295685089021,1.0,0.0,0,0.0,0.0,148
11500,0,0,1,555.0416281,1,1,28.649273,77.355737,6.319043116519242,36.0,3.58351893845611,0.0,1.0,0,1.0,0.0,78
11501,0,0,2,1264.227642,1,1,28.874383,77.113251,7.142216655010359,31.1,3.4372078191851885,1.0,0.0,0,0.0,1.0,228
11502,0,0,3,1288.627936,1,1,28.57,77.32,7.16133331581147,41.7,3.730501128804756,1.0,0.0,0,1.0,0.0,172
11503,0,0,3,1474.840949,1,1,26.832353,75.841749,7.296305431773279,51.0,3.9318256327243257,0.0,1.0,0,1.0,0.0,105
11504,0,1,4,2211.554021,1,1,19.1615,72.8731,7.701450724321819,820.0,6.709304340258298,1.0,0.0,0,0.0,1.0,142
11505,0,0,4,2950.163313,1,1,12.96991,77.59796,7.989615808140521,280.0,5.634789603169249,1.0,0.0,0,0.0,0.0,21
11506,0,1,3,2400.0,1,0,30.696627000000003,76.693764,7.783224016336037,98.4,4.589040804058207,1.0,0.0,0,0.0,1.0,155
11507,0,0,3,968.0324178,1,1,22.747639000000003,88.600902,6.875265576178627,43.0,3.7612001156935624,0.0,1.0,0,0.0,0.0,134
11508,0,0,3,1767.007447,1,1,12.9958935,77.761394,7.477042686798648,140.0,4.941642422609304,1.0,0.0,0,0.0,0.0,21
11509,0,0,3,1000.0,1,1,22.479002,88.36159,6.907755278982137,34.0,3.5263605246161616,0.0,1.0,0,0.0,0.0,134
11510,0,1,3,1400.289715,1,1,26.900926,75.775927,7.244434433480084,58.0,4.060443010546419,0.0,1.0,0,1.0,0.0,78
11511,0,1,2,954.8839247000002,1,1,18.52361,73.84778,6.861589788276807,65.4,4.180522258463153,1.0,0.0,0,0.0,0.0,192
11512,1,0,4,773.9938080000001,0,1,20.601692,72.92195,6.651563873557727,60.0,4.0943445622221,0.0,1.0,0,0.0,1.0,243
11513,0,0,2,1210.165389,1,1,12.875343,74.85016999999999,7.098512314374194,60.0,4.0943445622221,1.0,0.0,0,1.0,0.0,150
11514,0,0,3,1489.995743,1,1,26.532207,75.520538,7.306528541888444,35.0,3.5553480614894135,0.0,1.0,0,1.0,0.0,105
11515,0,0,3,1350.135014,1,1,25.113709,75.845302,7.207959876802142,45.0,3.8066624897703196,0.0,1.0,0,0.0,1.0,137
11516,1,1,4,2470.007057,0,1,13.04034,77.591347,7.811976286702961,210.0,5.3471075307174685,1.0,0.0,0,0.0,0.0,21
11517,0,0,3,2010.050251,1,1,12.994454,77.624945,7.6059150012381265,160.0,5.075173815233827,1.0,0.0,0,0.0,0.0,21
11518,1,1,4,1716.4926329999998,0,0,13.04034,77.591347,7.448038321015539,240.0,5.480638923341991,1.0,0.0,0,0.0,0.0,21
11519,0,1,3,1400.0518539999998,1,1,26.900926,75.775927,7.244264553488867,54.0,3.9889840465642745,1.0,0.0,0,1.0,0.0,78
11520,0,0,1,625.0,1,1,19.030318,73.070892,6.437751649736401,65.0,4.174387269895637,1.0,0.0,0,0.0,1.0,142
11521,0,0,2,1199.940003,1,1,12.9879,77.5789,7.0900268370261745,80.0,4.382026634673881,0.0,1.0,0,0.0,0.0,21
11522,0,0,2,1050.006563,1,1,30.927654,75.889492,6.956551693608225,160.0,5.075173815233827,1.0,0.0,0,0.0,1.0,142
11523,1,0,3,1092.0,0,1,22.472622,88.38138599999999,6.9957661563048505,54.6,4.000033882750859,1.0,0.0,0,0.0,0.0,134
11524,0,1,3,1844.222091,1,1,28.474616,76.990309,7.51981283666902,94.0,4.543294782270004,1.0,0.0,0,1.0,0.0,85
11525,0,0,4,3111.96451,1,1,19.255098,72.9815265,8.043009480991609,470.0,6.152732694704104,1.0,0.0,0,0.0,1.0,142
11526,0,0,2,1068.577535,1,1,19.05871,72.89969,6.974083636469074,170.0,5.135798437050262,1.0,0.0,0,0.0,0.0,158
11527,0,0,3,2600.0,1,1,22.496749,73.468314,7.8632667240095735,65.0,4.174387269895637,0.0,1.0,0,1.0,0.0,37
11528,0,1,3,1705.131686,1,1,30.662283,76.822397,7.441397621925749,62.8,4.139955073474153,1.0,0.0,0,1.0,0.0,47
11529,1,1,2,1164.486382,0,1,28.429614,77.481711,7.060035394966622,54.3,3.9945242269398897,1.0,0.0,0,1.0,0.0,172
11530,0,0,1,350.09548060000003,1,1,26.928785,75.828002,5.858205918994123,5.5,1.7047480922384253,0.0,1.0,0,1.0,0.0,105
11531,1,0,3,2560.124127,0,1,22.53028,88.33417,7.847811023407521,330.0,5.799092654460526,1.0,0.0,0,0.0,0.0,134
11532,1,1,2,1290.159373,0,1,21.15389,79.08306,7.162521034685908,51.0,3.9318256327243257,1.0,0.0,0,1.0,0.0,165
11533,0,1,3,1855.28757,1,1,28.644695,77.33895600000001,7.525794987285277,110.0,4.700480365792417,1.0,0.0,0,1.0,0.0,78
11534,0,0,3,1231.135822,1,1,22.507959,88.353262,7.115692454785275,93.0,4.532599493153256,1.0,0.0,0,0.0,0.0,134
11535,0,0,2,1000.0,1,1,12.96991,77.59796,6.907755278982137,45.0,3.8066624897703196,0.0,1.0,0,0.0,0.0,21
11536,0,0,3,1098.354382,1,1,27.073397,75.594316,7.001568322273031,28.7,3.3568971227655755,0.0,1.0,0,1.0,0.0,105
11537,1,1,2,1100.244499,0,1,15.512973,80.025795,7.003287705905923,45.0,3.8066624897703196,0.0,1.0,0,1.0,0.0,249
11538,0,0,2,1116.830797,1,1,18.5823,73.983,7.018250307738209,49.9,3.910021002757473,1.0,0.0,0,0.0,0.0,192
11539,0,0,3,1521.15024,1,1,22.54111,88.33778000000001,7.32722206450147,73.0,4.290459441148391,1.0,0.0,0,0.0,0.0,134
11540,0,0,1,600.0,1,1,21.014143,75.564773,6.396929655216146,12.0,2.4849066497880004,0.0,1.0,0,0.0,1.0,108
11541,0,1,3,1880.141011,1,1,31.261414,75.589997,7.539102058862261,80.0,4.382026634673881,1.0,0.0,0,1.0,0.0,107
11542,0,0,2,1100.070972,1,1,28.5679,77.3679,7.003129976705136,62.0,4.127134385045092,1.0,0.0,0,1.0,0.0,172
11543,0,1,3,1800.3064350000002,1,1,30.66486,76.70610699999999,7.495712171061455,70.5,4.255612709818223,0.0,1.0,0,0.0,1.0,155
11544,0,1,3,77615.50473,1,0,18.520209,73.90506500000001,11.259522489434953,8450.0,9.041921720351219,0.0,0.0,0,0.0,0.0,192
11545,0,1,2,959.8411297,1,1,12.87028,74.88056,6.8667677808710845,43.5,3.7727609380946383,1.0,0.0,0,1.0,0.0,150
11546,0,0,2,600.0960154,1,1,28.874383,77.113251,6.397089668080072,25.0,3.2188758248682006,0.0,1.0,0,0.0,1.0,228
11547,0,0,3,1920.122888,1,1,22.54111,88.33778000000001,7.560144467140315,100.0,4.605170185988092,1.0,0.0,0,0.0,0.0,134
11548,0,1,2,1200.0,1,1,19.221571,73.042474,7.090076835776092,150.0,5.0106352940962555,1.0,0.0,0,0.0,0.0,158
11549,0,0,2,630.0114547999999,1,1,12.8854,80.02199999999999,6.445738001442506,22.0,3.091042453358316,0.0,1.0,0,0.0,0.0,49
11550,0,0,3,2152.5679760000003,1,1,28.365512,77.34630600000001,7.6744168158264765,57.0,4.04305126783455,1.0,0.0,0,1.0,0.0,72
11551,0,1,1,509.30327310000007,1,1,31.292091,75.543763,6.233043660533957,150.0,5.0106352940962555,1.0,0.0,0,0.0,0.0,158
11552,0,0,3,1409.820126,1,1,25.63333,85.05,7.251217405021676,58.0,4.060443010546419,0.0,1.0,0,1.0,0.0,187
11553,0,1,3,1781.472684,1,1,28.651918,77.348794,7.485195651782112,120.0,4.787491742782046,1.0,0.0,0,1.0,0.0,78
11554,0,0,2,935.2731591,1,1,22.718204,75.88497199999999,6.840838635391599,31.5,3.449987545831587,0.0,1.0,0,1.0,0.0,102
11555,0,0,2,1325.145443,1,1,28.5216,77.3863,7.18927750069811,61.5,4.119037174812473,0.0,1.0,0,1.0,0.0,172
11556,0,1,2,489.5416110000001,1,0,19.371618,72.824114,6.193469465507816,110.0,4.700480365792417,1.0,0.0,0,0.0,0.0,148
11557,0,1,2,1278.480435,1,1,19.139348,72.820458,7.15342749152459,280.0,5.634789603169249,1.0,0.0,0,0.0,0.0,148
11558,0,1,3,1791.151711,1,1,28.546788,77.37849399999999,7.490614105899259,100.0,4.605170185988092,1.0,0.0,0,1.0,0.0,172
11559,1,1,3,1183.664556,0,1,18.669919,73.853723,7.076370461113715,54.2,3.9926809084456005,1.0,0.0,0,0.0,0.0,192
11560,0,0,3,1575.230853,1,1,22.760061,75.928572,7.362157113852246,58.0,4.060443010546419,0.0,1.0,0,1.0,0.0,102
11561,0,0,2,965.1474531,1,1,23.185756,77.498465,6.872280890805977,18.0,2.8903717578961645,1.0,0.0,0,1.0,0.0,41
11562,1,1,2,1399.847289,0,1,18.558319,73.77588,7.244118430368058,110.0,4.700480365792417,1.0,0.0,0,0.0,0.0,192
11563,1,0,1,503.6807438999999,0,1,22.614897,88.266824,6.221942622717689,13.0,2.5649493574615367,1.0,0.0,0,0.0,0.0,134
11564,0,0,3,1950.014625,1,1,19.0705,72.8309,7.575592151529667,600.0,6.396929655216146,1.0,0.0,0,0.0,1.0,142
11565,0,0,3,1335.113485,1,1,22.517786,88.366066,7.196771574712055,140.0,4.941642422609304,1.0,0.0,0,0.0,0.0,134
11566,0,0,2,1125.061145,1,1,28.567633,77.383124,7.025592664272663,69.0,4.23410650459726,0.0,1.0,0,1.0,0.0,172
11567,1,1,2,1040.081177,0,1,18.558319,73.77588,6.947054043896992,82.0,4.406719247264253,1.0,0.0,0,0.0,0.0,192
11568,0,0,3,1400.258509,1,1,22.729423,75.890451,7.244412147843483,65.0,4.174387269895637,1.0,0.0,0,1.0,0.0,102
11569,1,0,2,1339.013999,0,1,13.04034,77.591347,7.199688800453549,110.0,4.700480365792417,1.0,0.0,0,0.0,0.0,21
11570,0,0,3,1559.819061,1,1,18.475864,73.89000899999999,7.352325106978163,100.0,4.605170185988092,1.0,0.0,0,0.0,0.0,192
11571,0,0,3,1150.180743,1,1,11.908735,79.476118,7.047674376833814,70.0,4.248495242049359,0.0,1.0,0,0.0,0.0,49
11572,0,0,5,2700.348432,1,1,26.979452,75.765051,7.901136092555218,93.0,4.532599493153256,1.0,0.0,0,1.0,0.0,105
11573,0,0,2,1200.0,1,1,22.30287,73.158703,7.090076835776092,42.0,3.7376696182833684,1.0,0.0,0,1.0,0.0,242
11574,0,0,2,1100.13471,1,1,10.009277,76.361736,7.003187914924767,49.0,3.8918202981106265,1.0,0.0,0,1.0,0.0,132
11575,0,0,2,1339.046599,1,1,12.896796,77.5724,7.1997131464299065,75.0,4.31748811353631,0.0,1.0,0,0.0,0.0,21
11576,0,0,1,465.1162791,1,1,19.7833,72.7833,6.142287436907566,15.0,2.70805020110221,0.0,1.0,0,0.0,1.0,179
11577,1,1,3,1380.103508,0,1,28.429614,77.481711,7.229913781135558,72.0,4.276666119016055,1.0,0.0,0,1.0,0.0,172
11578,0,1,1,689.5293687999999,1,1,19.2836,72.8675,6.536009290669971,56.7,4.037774210733707,1.0,0.0,0,0.0,0.0,148
11579,1,1,4,2084.108671,0,1,26.75,81.0,7.642096546907208,56.0,4.02535169073515,1.0,0.0,0,1.0,0.0,144
11580,0,0,2,1000.0,1,1,16.710136,74.25048199999999,6.907755278982137,48.0,3.871201010907891,0.0,1.0,0,1.0,0.0,133
11581,0,0,3,1413.588691,1,1,20.29613,85.741152,7.253886920832002,31.0,3.4339872044851463,0.0,1.0,0,1.0,0.0,42
11582,0,0,3,1306.076093,1,1,22.506447,88.363636,7.174782572304476,92.0,4.5217885770490405,1.0,0.0,0,0.0,0.0,134
11583,0,0,1,599.880024,1,1,29.388298,79.51665600000001,6.39672967522148,20.0,2.995732273553991,0.0,1.0,0,0.0,1.0,166
11584,1,1,3,1155.015198,0,1,24.69028,78.41889,7.051868781310881,190.0,5.247024072160486,1.0,0.0,0,0.0,1.0,142
11585,0,0,2,1221.299463,1,1,21.262,73.0477,7.1076707044815395,25.0,3.2188758248682006,0.0,1.0,0,1.0,0.0,231
11586,0,0,2,860.0377002999999,1,1,18.5956,73.7981,6.756976225844855,73.0,4.290459441148391,1.0,0.0,0,0.0,0.0,192
11587,0,0,3,1960.049938,1,1,30.662283,76.822397,7.580725230471418,47.1,3.8522730010223722,1.0,0.0,0,1.0,0.0,47
11588,0,0,2,900.2520706,1,1,22.747639000000003,88.600902,6.80267480255411,25.0,3.2188758248682006,0.0,1.0,0,0.0,0.0,134
11589,0,0,3,2000.0,1,1,22.30287,73.158703,7.600902459542082,70.0,4.248495242049359,0.0,1.0,0,1.0,0.0,242
11590,0,0,4,2950.701691,1,1,28.506454,77.40956800000001,7.98979828240527,82.0,4.406719247264253,1.0,0.0,0,1.0,0.0,172
11591,0,0,5,2983.219391,1,1,19.040066,73.115347,8.000758328910528,240.0,5.480638923341991,1.0,0.0,0,0.0,0.0,148
11592,0,0,3,1750.338134,1,1,19.048979,73.078232,7.467564267681662,220.0,5.393627546352362,1.0,0.0,0,0.0,1.0,142
11593,1,0,2,977.1986971,0,1,21.15389,79.08306,6.884690006083474,48.0,3.871201010907891,0.0,1.0,0,1.0,0.0,165
11594,1,1,2,540.0328716,0,1,28.431903,77.36482099999999,6.291630011038947,23.0,3.1354942159291497,1.0,0.0,0,1.0,0.0,72
11595,0,0,3,1168.07611,1,1,12.879728,77.650297,7.063113323936411,44.2,3.7887247890836524,1.0,0.0,0,0.0,0.0,21
11596,0,0,2,1225.1565480000002,1,1,18.52361,73.84778,7.1108239090995475,90.0,4.499809670330265,1.0,0.0,0,0.0,0.0,192
11597,0,1,3,1505.174036,1,1,28.577673,77.389781,7.316663809035561,80.0,4.382026634673881,1.0,0.0,0,1.0,0.0,172
11598,0,0,1,380.016214,1,1,24.69028,78.41889,5.940213920231213,75.0,4.31748811353631,1.0,0.0,0,0.0,1.0,142
11599,0,1,1,650.2554575,1,1,21.232813,72.832454,6.477365297219339,14.0,2.6390573296152584,0.0,1.0,0,1.0,0.0,231
11600,0,0,2,1150.133498,1,1,13.039377,77.606124,7.04763329983732,56.0,4.02535169073515,0.0,1.0,0,0.0,0.0,21
11601,1,0,3,1400.233372,0,1,30.73528,76.79111,7.244394195997115,72.0,4.276666119016055,0.0,1.0,0,1.0,0.0,47
11602,0,0,3,1312.06046,1,1,21.045254,75.384411,7.1793540507593505,250.0,5.521460917862246,1.0,0.0,0,0.0,0.0,148
11603,0,0,3,1500.0,1,1,20.230195,85.816005,7.313220387090301,48.0,3.871201010907891,0.0,1.0,0,1.0,0.0,42
11604,0,0,2,1110.03861,1,1,26.9883,75.5846,7.012150077485222,23.0,3.1354942159291497,0.0,1.0,0,1.0,0.0,105
11605,0,0,1,650.026001,1,1,28.684262,77.357147,6.477012363628104,100.0,4.605170185988092,1.0,0.0,0,0.0,1.0,142
11606,0,1,1,600.0600059999999,1,1,28.576117,77.382136,6.3970296602154795,20.0,2.995732273553991,1.0,0.0,0,1.0,0.0,172
11607,0,0,3,1812.953238,1,1,26.807408,75.83865899999999,7.502712417813281,72.5,4.283586561860629,1.0,0.0,0,1.0,0.0,105
11608,1,0,2,858.2907232000001,0,1,28.637077,77.362066,6.754942880323692,23.5,3.1570004211501135,1.0,0.0,0,1.0,0.0,78
11609,1,1,4,3469.052401,0,1,30.654128000000004,76.732427,8.151636752361572,190.0,5.247024072160486,1.0,0.0,0,0.0,1.0,155
11610,1,1,3,861.7758597999999,0,1,45.073846,7.680335,6.7589952134178635,65.9,4.188138441508461,1.0,0.0,0,0.0,0.0,192
11611,0,1,2,1080.175303,1,1,30.662283,76.822397,6.984878624538783,41.9,3.735285826928092,1.0,0.0,0,1.0,0.0,47
11612,0,0,2,1054.1447050000002,1,1,12.843566,77.652108,6.960485010949071,44.0,3.784189633918261,0.0,1.0,0,0.0,0.0,21
11613,1,1,2,920.568122,0,1,19.05871,72.89969,6.824991003366696,140.0,4.941642422609304,1.0,0.0,0,0.0,1.0,142
11614,0,0,3,998.8014383,1,1,22.630965,88.378465,6.906555998432615,25.0,3.2188758248682006,0.0,1.0,0,0.0,0.0,134
11615,1,0,2,950.3342884,0,1,30.715271,76.681229,6.856813805224766,19.9,2.990719731730447,1.0,0.0,0,0.0,1.0,155
11616,0,1,1,688.0349052,1,1,19.076466,72.999804,6.533839570948728,41.0,3.713572066704308,1.0,0.0,0,0.0,0.0,148
11617,0,1,2,1072.041166,1,1,18.427234,73.889969,6.977319742012846,50.0,3.912023005428146,0.0,1.0,0,0.0,0.0,192
11618,0,0,2,1150.1138130000002,1,1,21.933219,86.74067,7.04761618428639,96.0,4.564348191467836,0.0,1.0,0,0.0,1.0,217
11619,0,0,2,1000.0,1,1,12.96991,77.59796,6.907755278982137,50.0,3.912023005428146,0.0,1.0,0,0.0,0.0,21
11620,1,1,2,1101.928375,0,1,18.966114,73.148278,7.004816992137768,100.0,4.605170185988092,1.0,0.0,0,0.0,0.0,148
11621,0,1,2,1313.62525,1,1,28.5035,77.426447,7.180545960498807,59.1,4.079230924412053,1.0,0.0,0,1.0,0.0,172
11622,0,1,2,1258.581236,1,1,18.5438,73.9438,7.137740362353063,110.0,4.700480365792417,1.0,0.0,0,0.0,0.0,192
11623,0,1,3,1590.214067,1,1,26.900926,75.775927,7.371623919485357,52.0,3.9512437185814275,1.0,0.0,0,1.0,0.0,78
11624,0,0,2,1350.0,1,1,30.658839,76.681686,7.2078598714324755,54.0,3.9889840465642745,1.0,0.0,0,0.0,1.0,155
11625,0,0,2,1600.0,1,1,14.433329999999998,79.96667,7.3777589082278725,40.0,3.6888794541139363,0.0,1.0,0,1.0,0.0,170
11626,0,0,2,1338.055884,1,1,30.752321,76.772816,7.198973006632108,34.0,3.5263605246161616,1.0,0.0,0,0.0,1.0,19
11627,0,0,2,1000.0,1,1,18.507135,73.783055,6.907755278982137,90.0,4.499809670330265,1.0,0.0,0,0.0,0.0,192
11628,0,1,2,990.0990099,1,1,28.5035,77.426447,6.897804948127969,45.0,3.8066624897703196,0.0,1.0,0,1.0,0.0,172
11629,0,1,2,768.7379885,1,1,19.222101,72.988231,6.644750194283214,120.0,4.787491742782046,1.0,0.0,0,0.0,0.0,148
11630,0,0,2,950.209046,1,1,21.186905,72.97787,6.856682008808536,25.0,3.2188758248682006,0.0,1.0,0,1.0,0.0,231
11631,0,0,3,2008.032129,1,0,28.394375,77.35722700000001,7.604910481181621,75.0,4.31748811353631,1.0,0.0,0,1.0,0.0,72
11632,0,0,3,1503.436426,1,1,20.26444,85.82806,7.3155087175306,70.0,4.248495242049359,1.0,0.0,0,1.0,0.0,42
11633,1,0,2,825.0371267,0,1,27.685618,85.325317,6.715428387382725,150.0,5.0106352940962555,1.0,0.0,0,0.0,1.0,142
11634,0,0,3,1600.0,1,1,11.026678,76.903583,7.3777589082278725,70.0,4.248495242049359,0.0,1.0,0,1.0,0.0,52
11635,0,1,2,1307.8112,1,1,12.8855,77.5638,7.176110179091117,110.0,4.700480365792417,1.0,0.0,0,0.0,0.0,21
11636,0,1,1,650.0397984,1,1,28.5889,77.3352,6.477033589322999,49.0,3.8918202981106265,1.0,0.0,0,0.0,1.0,142
11637,0,1,2,1075.076151,1,1,19.218498,72.992114,6.980146776192395,120.0,4.787491742782046,1.0,0.0,0,0.0,0.0,158
11638,1,0,1,580.0,0,0,19.249861,72.96386600000001,6.363028103540465,75.4,4.32280727501391,1.0,0.0,0,0.0,0.0,148
11639,0,1,2,834.6813329,1,0,18.55,75.0,6.72705001476332,25.8,3.250374491927572,0.0,0.0,0,0.0,0.0,148
11640,0,0,2,910.2053325,1,1,21.118085,79.23925899999999,6.813670214167885,29.7,3.391147045808654,0.0,1.0,0,1.0,0.0,165
11641,0,0,3,1550.169109,1,1,28.674211,77.404028,7.3461193065426835,55.0,4.007333185232471,0.0,1.0,0,1.0,0.0,153
11642,0,0,3,2109.8901100000003,1,1,19.05871,72.89969,7.654391144545152,480.0,6.173786103901937,1.0,0.0,0,0.0,0.0,148
11643,0,0,2,950.1689189,1,1,28.63676,77.36315,6.856639778156795,45.0,3.8066624897703196,0.0,1.0,0,1.0,0.0,78
11644,0,0,2,1132.5574789999998,1,1,12.843566,77.652108,7.0322336101531295,39.9,3.686376323895818,0.0,1.0,0,0.0,0.0,21
11645,0,0,3,1269.047619,1,1,12.93,80.11,7.146021991833044,53.3,3.975936331171799,0.0,1.0,0,0.0,0.0,49
11646,1,1,2,984.1574652,0,1,28.698133,77.335746,6.891785909859277,41.0,3.713572066704308,0.0,1.0,0,1.0,0.0,78
11647,0,0,2,1150.828248,1,1,18.647126,73.763802,7.0482371777786375,66.0,4.189654742026425,1.0,0.0,0,0.0,0.0,192
11648,0,1,2,1049.180328,1,1,26.91868,75.750399,6.955764498293497,32.0,3.4657359027997265,1.0,0.0,0,1.0,0.0,105
11649,0,1,3,1820.250284,1,1,28.522931,77.357078,7.506729289297333,80.0,4.382026634673881,1.0,0.0,0,1.0,0.0,172
11650,0,0,3,1233.183857,1,1,22.461348,88.318428,7.117354605592226,33.0,3.4965075614664802,1.0,0.0,0,0.0,0.0,134
11651,0,1,2,900.0,1,1,19.139348,72.820458,6.802394763324311,360.0,5.886104031450156,1.0,0.0,0,0.0,0.0,158
11652,0,1,2,1035.014314,1,1,28.576117,77.382136,6.942170535555527,47.0,3.8501476017100584,1.0,0.0,0,1.0,0.0,172
11653,1,0,1,615.0691952999999,0,1,24.69028,78.41889,6.421734774160368,36.0,3.58351893845611,1.0,0.0,0,0.0,1.0,142
11654,0,1,3,2056.137331,1,1,19.049513,72.91920400000001,7.628584419577816,430.0,6.063785208687608,1.0,0.0,0,0.0,0.0,158
11655,0,0,2,650.0956022999999,1,1,22.808263,86.21182900000001,6.47711943253595,17.0,2.833213344056216,0.0,1.0,0,1.0,0.0,112
11656,0,0,2,832.2698774,1,1,28.662407,77.139149,6.724156760099025,150.0,5.0106352940962555,1.0,0.0,0,0.0,0.0,158
11657,0,0,2,1017.060367,1,1,18.52361,73.84778,6.924671752202387,62.0,4.127134385045092,1.0,0.0,0,0.0,0.0,192
11658,1,0,3,925.0693802,0,1,23.928951,86.523706,6.829868740321266,40.0,3.6888794541139363,0.0,1.0,0,1.0,0.0,61
11659,0,0,2,641.9772901,1,1,24.090195,87.990011,6.464552929388286,160.0,5.075173815233827,1.0,0.0,0,0.0,0.0,158
11660,0,1,2,1245.01992,1,1,13.04034,77.591347,7.126906808770809,100.0,4.605170185988092,0.0,1.0,0,0.0,0.0,21
11661,0,0,1,510.0136833000001,1,1,22.5855,88.427,6.234437555358453,82.0,4.406719247264253,1.0,0.0,0,0.0,1.0,142
11662,1,1,2,1531.073446,0,0,25.025959,75.873414,7.3337243670739864,54.2,3.9926809084456005,0.0,0.0,0,0.0,1.0,137
11663,0,1,2,897.9591837000002,1,0,12.86,77.786,6.8001246148193175,22.0,3.091042453358316,0.0,0.0,0,0.0,0.0,21
11664,0,1,2,1118.864852,1,1,12.896796,77.5724,7.020069925325371,48.1,3.8732821771117156,1.0,0.0,0,0.0,0.0,21
11665,0,0,3,1350.024546,1,1,28.5679,77.3679,7.207878053489403,110.0,4.700480365792417,1.0,0.0,0,1.0,0.0,172
11666,0,0,3,1714.985708,1,1,19.043302,73.061357,7.447160026037619,210.0,5.3471075307174685,1.0,0.0,0,0.0,0.0,148
11667,0,0,2,754.8309178999999,1,1,26.225345,78.156295,6.626493774367199,25.0,3.2188758248682006,0.0,1.0,0,1.0,0.0,87
11668,0,1,2,1249.917769,1,1,22.803593,83.755013,7.130833043332432,190.0,5.247024072160486,1.0,0.0,0,0.0,0.0,158
